id,Volume,Good Type,Business Type,Start Business ID,End Business ID,Distance,Price
11388,8,3,1,32,32,2259.75,28
11389,12,3,1,4,22,6546.92,90
11390,5,1,1,10,25,3029.75,24
11391,8,3,1,32,19,4643.17,48
11392,8,1,1,17,17,5203.17,76
11393,1,1,1,22,22,4469.17,60
11394,14,5,1,22,22,854.00,20
11395,1,5,1,19,19,1970.08,16
11396,8,2,1,26,19,1719.92,37
11397,12,3,1,22,1,10837.42,196
11398,12,3,1,24,16,25384.92,479.4
11399,5,3,1,32,32,2578.42,42
11400,14,5,1,22,22,561.25,16
11401,12,3,1,19,26,4291.17,62
11402,8,5,1,6,3,5367.92,38
11403,5,1,1,6,22,20472.08,160
11404,1,3,1,25,25,1805.75,16
11405,2,1,1,1,1,1273.67,15.4
11406,10,3,1,22,1,9448.58,132
11407,5,1,1,27,19,7098.67,46
11408,10,1,1,30,28,17432.83,310
11409,12,5,1,10,19,18206.00,180
11410,4,2,1,32,32,1773.92,16
11411,12,3,1,5,25,21728.83,330
11412,16,1,1,25,25,2422.00,59.8
11413,8,1,1,22,10,14958.92,174
11414,1,5,1,1,22,7490.50,44
11415,12,3,1,25,26,22227.50,242.2
11416,5,1,1,22,32,17363.50,102
11417,8,2,1,32,27,3618.08,38
11418,10,1,1,22,17,11351.75,155.8
11419,8,1,1,22,18,7854.67,160
11420,8,5,1,22,22,1793.75,34
11421,5,1,1,25,25,573.08,14
11422,17,4,1,22,16,15915.17,244
11423,8,5,1,22,5,24588.50,130
11424,5,3,1,32,26,3272.92,20
11425,5,1,1,1,20,6093.00,64
11426,5,1,1,32,24,6552.17,52
11427,5,1,1,17,3,2701.33,34
11428,8,2,1,32,32,1922.00,24
11429,9,1,2,24,10,23681.42,40
11430,9,5,2,11,19,15549.83,58
11431,1,1,1,22,19,15209.00,65
11432,8,1,1,22,22,3119.08,50
11433,10,1,1,32,26,1231.25,30
11434,16,1,1,23,23,16476.00,260
11435,5,1,1,22,22,4772.92,58
11436,10,5,1,8,8,4468.42,28
11437,12,3,2,25,32,20439.42,122.4
11438,6,1,1,3,24,8022.83,84
11439,1,1,1,22,6,24676.17,110
11440,5,1,1,24,32,8105.25,72
11441,5,1,1,22,5,25576.67,130
11442,8,5,1,22,22,4699.92,48
11443,16,1,1,6,12,2676.83,99.4
11444,12,3,1,16,19,18950.58,220
11445,1,3,1,4,4,2950.75,16
11446,8,1,1,17,17,1080.58,16
11447,5,1,1,6,25,7879.17,74
11448,5,1,1,24,26,8558.42,80
11449,12,3,1,10,22,19051.67,216
11450,8,1,1,22,17,11232.25,83
11451,5,3,1,32,26,2749.17,28
11452,12,3,1,22,7,19531.83,302
11453,8,5,1,5,17,12457.92,152
11454,10,1,1,32,6,13217.92,200
11455,8,1,1,11,25,17559.58,186
11456,1,1,1,19,32,5587.50,34
11457,16,3,2,11,25,16305.50,292
11458,8,4,3,3,26,10416.67,86
11459,8,1,1,22,22,4476.67,33
11460,8,1,1,22,22,2260.67,43.6
11461,1,5,1,30,24,5816.67,42
11462,18,5,1,32,20,7026.42,400
11463,12,3,1,3,28,9468.67,198
11464,12,3,1,26,3,10080.42,170
11465,5,5,1,22,22,869.42,13
11466,10,1,1,22,5,24188.92,220
11467,5,3,1,32,32,1442.25,15
11468,8,1,1,3,25,20236.33,248
11469,5,1,2,17,31,27715.83,50
11470,5,1,1,22,10,15620.92,120
11471,5,1,1,3,9,1425.83,24
11472,8,1,1,27,32,3686.67,24
11473,5,1,1,22,20,8686.33,70
11474,8,5,1,1,22,8366.00,110
11475,18,3,1,1,22,5887.83,170
11476,1,1,1,22,16,13011.50,74
11477,12,5,1,22,5,24708.75,248
11478,8,5,1,22,22,3973.33,46
11479,8,5,1,22,5,23698.25,148
11480,1,1,1,16,22,13606.67,48
11481,5,1,1,31,15,2706.17,18
11482,12,3,1,32,19,3335.67,76
11483,8,3,1,25,10,3886.83,56
11484,8,1,1,16,7,10365.92,116
11485,8,1,1,22,1,9288.92,110.2
11486,12,5,1,22,5,24783.08,240
11487,16,1,2,24,24,3001.75,33
11488,5,5,1,10,25,4545.50,34
11489,12,3,1,32,25,22674.92,390
11490,12,5,1,20,1,7536.83,148
11491,10,3,1,19,22,15333.00,130
11492,8,1,1,22,28,7602.00,84
11493,5,1,1,19,32,2705.50,16
11494,8,1,1,22,4,6343.25,100
11495,5,1,1,17,17,1002.00,18
11496,12,3,1,26,24,6904.83,106.4
11497,10,1,1,5,6,12108.33,152
11498,12,5,1,22,25,18872.58,290
11499,12,5,1,1,22,7819.50,119
11500,12,3,2,19,4,17263.75,116
11501,5,5,1,22,32,15969.08,72
11502,12,3,1,10,31,32976.92,350
11503,8,1,1,1,1,3675.50,47
11504,8,1,1,18,22,10558.92,166
11505,12,5,1,19,22,14406.75,210
11506,12,5,1,28,22,8534.75,96
11507,12,3,1,3,26,10544.92,197.2
11508,7,3,1,32,32,2333.83,28
11509,12,5,1,26,16,19937.50,340
11510,16,5,1,24,5,7405.25,92
11511,1,1,1,1,24,18550.58,99
11512,13,3,1,22,27,13216.67,196
11513,12,5,1,1,22,7231.50,120
11514,12,1,1,28,17,4185.92,46
11515,5,3,1,22,22,2740.08,30
11516,8,1,1,10,22,15627.92,130
11517,14,1,1,26,6,15345.75,100
11518,8,1,1,22,4,2737.08,44
11519,8,1,1,22,22,5374.00,46
11520,16,5,1,26,19,1839.67,52
11521,8,1,1,4,4,2956.75,37.4
11522,11,1,2,23,24,41289.67,16
11523,8,5,1,22,26,17332.33,160
11524,8,1,2,25,22,17741.83,128
11525,16,1,1,11,20,16712.50,201
11526,2,5,1,22,17,12020.92,56
11527,8,1,1,10,25,1848.75,46
11528,12,3,1,11,23,39929.75,660
11529,12,3,1,32,11,11806.08,130
11530,16,3,1,26,5,13295.00,79.2
11531,9,5,1,22,5,25240.75,180
11532,12,1,2,23,25,31087.08,26
11533,12,1,1,24,23,40775.33,460
11534,8,1,2,25,8,28277.17,100
11535,11,4,3,6,25,9262.17,134
11536,5,5,1,26,22,16281.25,110
11537,5,1,1,17,17,6337.50,88
11538,12,3,1,4,26,22354.50,280
11539,4,2,1,32,27,2992.08,28
11540,8,5,2,19,19,2479.17,24
11541,5,1,1,11,5,4068.67,42
11542,1,5,1,1,1,2842.75,18
11543,12,3,1,32,7,25540.25,440
11544,5,5,1,30,24,4110.83,42
11545,10,1,1,22,19,14405.08,150
11546,10,1,1,25,4,14095.25,231
11547,10,3,1,32,32,673.08,40
11548,10,2,1,22,22,3021.42,92
11549,8,5,1,26,32,1194.25,31.6
11550,12,3,1,25,10,7619.25,176
11551,12,3,1,22,12,34695.42,520
11552,5,5,1,26,32,1689.08,20
11553,12,3,1,32,4,21975.42,320
11554,8,1,1,19,27,5079.92,60.6
11555,16,1,1,11,20,12278.75,270
11556,5,5,1,28,28,2762.08,43.6
11557,1,5,1,22,22,3915.67,24
11558,5,1,1,6,9,2700.92,26
11559,14,5,1,22,5,23698.25,164
11560,8,5,1,5,27,11427.58,86
11561,12,5,1,32,6,13849.50,242
11562,10,1,1,17,22,11694.58,216
11563,10,5,1,19,22,14028.83,232.2
11564,12,3,1,1,25,22036.83,460
11565,14,1,1,22,28,7888.00,86
11566,12,3,1,17,3,3397.08,110
11567,0,1,2,17,22,11472.17,82
11568,8,5,1,1,10,18918.50,194
11569,11,5,1,26,5,13559.83,152
11570,8,1,1,28,17,4185.92,60
11571,1,1,1,17,17,3257.75,25
11572,1,1,1,17,9,13455.92,70
11573,1,3,1,32,26,4322.67,41.6
11574,12,3,1,28,28,111.42,20
11575,2,1,1,10,26,18523.17,70
11576,8,1,1,26,17,9253.92,110
11577,8,1,1,22,20,9861.08,56
11578,12,5,1,1,26,10912.58,160
11579,8,1,1,22,28,7077.58,76
11580,6,2,1,32,32,3110.25,16
11581,11,4,1,28,22,9035.00,96
11582,8,5,1,22,22,136.17,11
11583,5,1,1,19,6,19537.58,70
11584,8,5,1,32,17,9065.83,104
11585,16,3,2,24,31,23278.83,100
11586,12,3,1,3,23,35298.92,1720
11587,8,5,3,24,32,6418.25,62
11588,10,1,1,32,1,9930.67,168
11589,5,1,1,27,21,15906.08,96
11590,1,1,1,11,9,2422.83,18
11591,12,1,1,24,31,25301.75,300
11592,10,1,1,19,22,12020.33,205
11593,10,1,1,20,13,21496.00,249
11594,8,1,1,25,15,33575.58,166.8
11595,16,1,1,25,22,20457.92,162.8
11596,10,1,1,5,23,35290.42,350
11597,8,1,1,22,4,5843.33,70
11598,10,1,1,1,17,13737.92,186
11599,12,3,1,3,32,9872.83,210
11600,1,5,1,20,26,9467.25,40
11601,10,5,1,19,26,5164.25,47
11602,8,1,1,6,6,2004.92,54.2
11603,12,3,1,25,7,6214.83,164
11604,8,5,1,26,32,1672.92,21
11605,12,3,1,6,23,28450.08,396
11606,8,5,1,10,16,4121.25,80
11607,4,2,1,32,32,1844.92,18
11608,12,5,1,19,1,8638.58,184.2
11609,0,1,2,1,19,9593.17,52
11610,5,1,1,7,7,3402.00,36
11611,12,3,1,23,19,57572.58,380
11612,8,1,1,10,29,31602.58,475
11613,6,1,1,32,16,19752.00,260
11614,4,1,1,16,16,1047.17,30
11615,10,1,1,22,4,6215.50,110
11616,1,1,1,20,20,960.67,12
11617,12,5,1,32,5,13230.58,204
11618,10,3,1,26,22,17187.25,276
11619,10,1,1,26,17,8996.17,146
11620,12,3,1,16,4,9861.00,340
11621,5,1,1,32,1,8779.33,64
11622,16,1,1,21,21,2756.67,60
11623,10,1,1,4,27,17938.42,211
11624,12,3,1,22,11,23008.83,302
11625,1,1,1,17,5,12628.83,60
11626,12,3,1,32,12,20133.58,262.4
11627,10,1,2,30,27,7370.92,140
11628,1,1,1,22,19,13147.25,60
11629,12,1,1,1,3,16351.58,260
11630,10,1,1,19,10,18458.58,280
11631,1,5,1,24,32,7599.25,34.6
11632,12,5,1,17,28,3830.50,90
11633,1,4,1,22,22,1470.92,13.6
11634,1,5,1,11,30,1735.83,14
11635,13,5,1,22,26,16379.50,271.2
11636,12,3,1,32,7,26810.67,490
11637,8,5,1,7,27,21551.08,205.8
11638,8,1,1,6,6,3651.33,94.2
11639,1,1,1,22,32,17538.42,80
11640,8,1,1,22,32,16982.67,128
11641,12,3,1,22,17,10826.58,164
11642,18,5,1,32,25,21908.00,388
11643,16,1,1,3,22,13871.92,536
11644,12,5,2,24,22,22338.67,55
11645,8,3,1,32,26,3559.33,180
11646,10,1,1,22,32,12641.00,110
11647,10,1,1,25,16,7939.92,138
11648,8,1,2,27,32,2109.17,28
11649,12,5,1,22,17,11948.75,162
11650,1,1,1,17,17,2475.50,30
11651,8,5,1,30,31,13385.67,152
11652,8,1,1,32,17,6607.67,90
11653,12,3,1,19,6,18870.75,251.6
11654,5,1,1,1,19,9453.58,49
11655,5,1,1,25,25,2476.17,30
11656,16,5,1,22,1,7486.75,104
11657,5,1,1,22,22,4897.75,64
11658,6,1,1,26,6,14867.50,114
11659,8,1,1,10,25,3830.92,36
11660,5,5,1,22,28,8559.25,68
11661,8,5,1,17,17,5657.08,104
11662,8,5,1,22,22,282.00,13
11663,2,5,1,17,22,11243.58,54
11664,12,3,1,26,32,5237.50,80
11665,12,3,1,32,26,3725.75,76
11666,8,3,2,28,1,10881.25,70
11667,8,5,1,27,19,4702.25,56
11668,10,3,1,22,22,1310.75,34
11669,8,1,1,26,22,15829.08,140
11670,10,3,1,32,17,9594.00,160
11671,8,1,1,25,32,19658.00,129.6
11672,8,2,1,32,32,1597.58,24
11673,8,3,1,32,17,12006.08,156
11674,16,1,1,11,3,4500.50,78
11675,8,1,1,3,32,9389.50,15
11676,8,1,1,28,27,13293.08,80
11677,8,5,1,22,1,8240.50,80
11678,5,1,1,6,3,5400.83,28
11679,8,5,1,19,19,1659.75,28.6
11680,12,3,1,32,8,17406.08,638
11681,14,1,1,22,1,9048.42,66
11682,16,5,1,32,21,19358.25,246
11683,8,1,1,32,32,2021.25,60
11684,10,3,1,32,32,1105.25,36
11685,12,3,1,1,11,18909.08,200
11686,8,3,1,6,26,15341.08,66
11687,5,1,1,17,24,12324.08,59
11688,17,5,1,19,10,18728.00,340
11689,10,3,1,24,19,8163.58,150
11690,5,1,1,1,32,13728.08,80
11691,12,3,1,22,24,19794.42,230
11692,10,5,1,32,25,21640.25,322
11693,8,5,1,19,19,2658.75,36
11694,2,5,1,26,5,14063.00,66
11695,12,3,1,22,28,9499.83,172
11696,16,1,1,22,19,14465.08,116
11697,8,1,1,1,22,8509.58,72
11698,8,5,1,19,19,2479.17,24
11699,6,3,1,32,19,3106.75,39
11700,12,3,1,22,11,23314.92,340
11701,12,3,1,22,32,15862.33,144
11702,4,3,2,15,22,35001.83,17
11703,5,1,1,8,31,6575.33,31.6
11704,5,1,1,1,19,8698.83,55
11705,8,2,1,32,19,4463.50,46
11706,12,3,1,17,22,16423.08,212
11707,8,1,1,32,32,2275.58,26
11708,12,3,1,25,23,45299.33,582
11709,8,5,1,19,19,1104.42,23
11710,10,1,1,22,3,15896.42,186
11711,14,5,1,22,22,1284.00,20
11712,12,5,1,24,28,14339.08,190
11713,16,1,1,11,11,3345.92,77.6
11714,12,5,1,22,32,15619.17,138
11715,10,1,1,1,12,26114.58,164
11716,1,1,1,21,30,8938.83,48
11717,10,3,1,22,26,16568.17,136
11718,2,5,1,19,5,18019.75,31
11719,5,3,1,32,26,3272.92,24
11720,10,1,1,24,3,4681.50,94
11721,14,5,1,20,1,7536.83,80
11722,13,5,1,24,25,20142.25,446.4
11723,12,5,1,26,26,353.08,38
11724,5,1,1,22,26,16379.50,80
11725,9,1,2,25,11,21214.25,190
11726,10,4,1,24,24,2268.17,30
11727,8,1,1,10,16,2945.75,91
11728,8,1,1,22,6,18462.00,170
11729,5,5,1,1,28,11675.75,74
11730,17,5,1,1,6,19131.50,252
11731,8,5,1,19,19,2479.17,25.2
11732,1,3,1,19,19,2188.00,16
11733,1,1,1,19,22,17032.00,88
11734,4,1,2,32,24,9936.33,24
11735,1,1,1,9,5,6907.75,32
11736,12,3,1,17,22,13003.92,160
11737,8,5,1,26,1,8270.00,84
11738,10,3,1,1,20,5624.83,56
11739,9,5,1,18,11,30666.00,280
11740,5,5,1,28,28,2762.08,17.6
11741,5,1,1,16,8,31804.75,134
11742,12,3,1,30,30,248.67,26
11743,16,3,1,32,6,13971.67,118
11744,12,3,1,1,1,2017.67,46
11745,8,1,2,25,11,20284.58,76
11746,12,3,2,24,23,41278.83,147
11747,10,3,1,27,24,8307.25,84
11748,8,1,3,27,10,13739.42,230
11749,10,1,1,24,24,2268.17,24
11750,10,3,2,27,5,11170.08,70
11751,8,1,1,22,4,6524.08,76
11752,8,1,1,30,24,3933.58,44
11753,11,5,1,22,23,48334.75,600
11754,10,1,1,32,11,7020.83,88
11755,1,5,1,3,31,22801.42,46
11756,8,1,1,19,26,2139.50,34
11757,12,3,1,10,7,14189.08,200
11758,5,1,1,32,27,4976.08,46
11759,8,1,1,22,7,18312.75,225.6
11760,12,3,1,22,22,2396.92,84
11761,14,1,1,22,19,14911.83,82
11762,1,5,1,32,27,4196.58,31
11763,12,3,1,32,27,5712.33,90
11764,10,3,1,6,32,10160.92,128
11765,5,1,1,6,12,7659.08,50
11766,8,1,1,22,22,395.75,20
11767,10,3,1,22,4,6971.92,110
11768,8,5,1,5,21,4542.42,60
11769,2,3,2,32,32,2039.17,17
11770,16,1,1,22,3,16802.67,180
11771,5,1,1,22,22,3981.83,26
11772,5,1,1,1,7,22158.42,150
11773,12,3,1,22,23,54445.25,620
11774,4,2,1,32,19,2776.75,26
11775,12,3,1,24,29,44981.83,724
11776,8,1,1,19,24,7220.17,38
11777,8,1,2,22,19,15643.83,50
11778,8,1,1,22,28,8466.00,92
11779,1,1,1,25,25,267.42,14
11780,8,1,1,3,3,2061.42,23
11781,8,5,1,1,19,9160.58,86
11782,5,1,1,25,25,3213.58,38
11783,9,5,1,24,24,4053.33,36
11784,16,1,1,13,26,22298.00,230
11785,8,1,1,25,6,7694.08,36
11786,1,5,1,16,22,13173.33,56
11787,8,1,1,27,26,5452.92,56
11788,9,5,1,1,22,7246.42,85
11789,8,1,1,22,32,18066.33,104
11790,8,5,1,22,22,1123.50,26
11791,12,3,1,9,13,7788.75,130
11792,8,1,1,22,32,18619.17,124
11793,5,1,1,17,4,15113.08,116
11794,8,1,1,11,12,14226.92,160
11795,14,1,1,19,27,9369.67,48
11796,8,1,1,16,16,2502.33,100
11797,8,3,1,32,19,6144.92,56
11798,12,3,1,24,25,23027.67,1864
11799,5,1,1,25,25,2704.67,28
11800,1,1,2,32,9,12040.58,46
11801,10,1,1,26,10,18990.58,360
11802,8,1,1,32,17,7899.58,90
11803,5,3,1,32,27,5302.58,48
11804,10,1,1,5,6,11664.67,170
11805,10,1,1,1,20,6917.92,114
11806,8,1,1,24,24,4256.83,42
11807,10,1,1,12,23,29221.92,329.6
11808,8,1,1,26,27,3741.50,46
11809,5,1,1,22,10,15093.08,124
11810,8,1,1,32,19,4654.33,60
11811,12,3,1,32,26,2094.42,60
11812,16,3,1,32,3,9895.67,220
11813,8,1,1,25,25,3176.92,22
11814,9,5,1,26,5,14904.67,148
11815,8,1,1,9,9,1330.58,28
11816,12,3,1,11,7,29652.33,456
11817,8,5,1,22,25,19801.00,216
11818,12,3,1,1,32,12709.42,120
11819,1,5,1,8,8,2846.83,18
11820,9,5,1,30,11,3965.08,36
11821,12,1,1,28,23,39113.33,416
11822,8,1,1,22,22,523.42,20
11823,10,1,1,9,11,7422.83,241.4
11824,5,1,1,9,27,12968.67,110
11825,16,1,1,24,31,15193.33,210
11826,8,3,1,32,32,1361.08,27
11827,1,5,1,22,1,8520.42,50
11828,1,5,1,5,30,1790.92,24
11829,8,1,1,26,26,224.25,20
11830,1,3,2,24,11,8703.08,44
11831,12,3,1,9,32,12159.83,290
11832,8,5,1,19,19,88.33,18.4
11833,8,5,1,3,3,1375.17,24
11834,8,5,1,19,26,1735.00,26
11835,8,5,1,32,26,3247.00,28
11836,8,1,2,6,5,13574.42,52
11837,8,5,1,19,19,88.33,18.4
11838,12,3,1,25,24,23688.83,257.4
11839,7,1,1,6,13,8167.92,68
11840,5,5,1,22,22,894.58,15
11841,12,3,1,17,26,12233.50,141
11842,8,3,1,19,20,5830.33,70
11843,8,5,1,10,7,9495.00,116
11844,10,1,1,9,11,7422.83,562.4
11845,1,5,1,17,27,4607.92,23
11846,5,1,1,19,27,7951.08,26
11847,10,1,2,25,19,20674.00,80
11848,8,1,1,22,1,8641.42,72
11849,8,1,1,3,11,4916.08,44
11850,16,1,1,24,8,10599.42,172
11851,8,1,1,11,19,17082.75,166
11852,11,4,1,22,16,11825.58,168
11853,8,1,1,22,1,10772.25,90
11854,8,1,1,32,30,11988.08,106
11855,12,1,1,19,25,22837.67,380
11856,8,1,1,22,5,24246.92,204
11857,14,1,1,32,32,2813.75,24
11858,8,1,3,27,10,13998.25,230
11859,4,3,1,26,27,3663.25,34
11860,1,3,1,26,19,2152.33,16
11861,1,1,1,17,32,7764.00,35.8
11862,1,5,1,26,5,13478.17,76
11863,16,3,1,11,23,37385.92,1130
11864,5,1,1,25,10,3818.83,36
11865,14,1,1,19,32,3223.33,32
11866,8,1,1,22,17,11232.25,79
11867,8,1,1,5,11,1988.67,20
11868,5,5,2,5,26,13817.42,36
11869,8,1,1,1,22,7027.17,125
11870,10,5,1,30,28,14723.92,300
11871,0,3,2,6,19,14503.92,100
11872,5,1,1,17,17,849.00,18
11873,5,1,1,20,27,3673.92,30
11874,8,5,1,32,26,1513.08,42
11875,8,1,1,1,26,7959.50,78
11876,10,1,1,6,26,15927.08,532
11877,16,1,1,11,22,23787.42,300
11878,8,5,1,19,28,10676.25,108
11879,8,1,1,32,32,3962.83,32
11880,10,1,1,5,21,7852.08,82
11881,1,1,1,24,24,3327.42,23.8
11882,12,3,1,19,8,21710.50,288
11883,11,4,1,22,25,20013.50,290
11884,5,1,1,17,17,1002.00,18
11885,5,1,1,20,32,5657.33,38
11886,8,3,1,32,27,1347.58,25
11887,8,5,1,7,7,6607.33,130
11888,10,3,1,19,27,5283.25,82
11889,8,5,1,1,17,11587.83,104
11890,10,1,1,30,15,10057.08,170
11891,1,5,1,26,32,3475.08,24
11892,8,1,1,22,25,18172.83,166
11893,12,3,1,24,22,20196.50,300
11894,16,3,1,5,22,24558.67,324
11895,8,1,2,10,17,3408.67,20
11896,12,5,1,19,1,8100.25,184.2
11897,12,3,1,22,12,25534.00,252
11898,8,1,1,17,22,11104.67,118
11899,8,1,1,6,6,4401.75,90.6
11900,5,1,1,17,25,12407.00,126
11901,11,5,1,24,22,20212.33,280
11902,10,3,1,22,22,436.42,42
11903,10,3,1,32,19,3248.67,48
11904,8,1,1,11,6,9174.75,90
11905,14,1,1,26,32,1411.17,15
11906,8,5,1,32,19,2308.75,53
11907,12,3,1,22,17,15004.08,250
11908,14,5,1,22,22,1785.25,24
11909,14,1,1,22,22,3915.00,34
11910,12,3,1,22,3,17161.50,160
11911,12,3,1,25,7,10916.08,190
11912,16,1,1,24,24,3515.67,48
11913,12,3,2,24,11,5204.25,32
11914,11,5,1,20,7,20294.17,180
11915,1,5,1,24,27,12856.25,76
11916,10,1,1,17,22,13220.67,192
11917,10,3,1,20,20,2343.17,52
11918,12,3,1,22,1,10082.58,196
11919,16,1,1,7,7,6731.83,154
11920,8,1,1,32,27,5548.75,64
11921,5,1,1,9,6,6415.50,44
11922,10,1,1,26,5,13700.67,92
11923,5,5,1,6,14,9637.00,88
11924,5,5,1,26,8,19344.42,110
11925,16,3,1,19,27,4471.25,60
11926,17,1,3,1,25,22930.83,290
11927,1,5,1,22,22,3999.33,24
11928,5,1,1,1,22,7362.00,48
11929,10,3,1,32,27,2393.00,52
11930,10,3,1,24,27,5693.33,80
11931,12,3,1,24,26,8976.58,122
11932,13,3,1,26,32,1337.83,26
11933,14,5,1,22,24,22037.67,144
11934,8,5,1,22,22,2116.58,30
11935,5,1,1,24,24,2580.50,26
11936,5,5,1,25,11,16067.58,90
11937,12,3,1,32,24,5757.92,80
11938,8,1,1,17,3,5421.67,35
11939,12,3,1,1,32,9163.92,136
11940,2,1,1,1,12,25497.58,132
11941,12,3,1,3,18,27954.75,500
11942,8,1,1,24,5,4571.83,46
11943,12,3,1,32,25,22304.08,390
11944,5,2,1,32,27,1421.08,17
11945,5,5,1,26,32,2182.58,31
11946,12,3,1,1,24,16605.42,220
11947,5,1,2,19,22,15634.58,34
11948,12,1,1,20,25,20364.92,338.4
11949,5,1,1,22,19,15071.67,80
11950,12,5,1,32,6,13797.25,238
11951,5,1,2,25,3,14780.75,40
11952,8,5,1,19,19,1788.50,22.2
11953,1,1,1,17,20,4398.50,34
11954,8,1,1,32,6,13610.67,140
11955,10,3,1,4,22,3658.75,56
11956,1,5,1,15,31,7982.00,47
11957,10,3,1,24,19,7130.50,48
11958,12,3,1,32,27,3600.83,94
11959,17,5,1,17,3,5594.83,64
11960,5,1,1,22,3,16617.42,112
11961,12,3,1,32,32,1109.08,44
11962,10,3,1,22,1,6197.25,84
11963,8,1,1,1,26,9265.83,104
11964,8,1,1,28,17,4185.92,36
11965,5,1,1,22,22,4272.08,36
11966,9,5,1,26,22,13816.75,250
11967,1,5,1,19,19,4810.58,22
11968,4,1,1,22,4,6245.42,48
11969,16,3,2,24,19,10635.67,20.8
11970,8,1,1,22,17,11707.08,103
11971,8,5,1,22,22,3973.33,60
11972,6,3,1,22,22,759.08,29
11973,5,1,1,22,22,5064.50,52
11974,1,5,1,1,32,10971.83,40
11975,5,5,3,4,4,2999.17,26
11976,10,3,1,32,17,6673.67,186
11977,11,5,1,22,24,20669.58,264
11978,1,2,1,17,26,9056.50,42
11979,12,5,1,6,25,8953.08,134
11980,10,1,1,32,17,8412.58,144
11981,5,3,1,32,32,3567.50,44
11982,5,3,1,32,32,161.25,11
11983,10,1,1,25,25,2922.58,68
11984,13,3,1,1,22,5206.67,200
11985,5,1,1,19,22,15395.58,106
11986,4,2,1,32,32,1671.50,16
11987,10,1,1,3,5,8505.75,20
11988,8,1,1,10,17,11008.50,82
11989,8,1,1,32,32,3908.75,44
11990,5,1,1,32,32,2156.67,28
11991,10,1,2,10,1,19384.58,90.2
11992,12,3,1,32,25,22651.50,390
11993,12,5,1,1,17,11587.83,190
11994,5,1,1,25,25,1421.75,20
11995,14,1,1,22,3,16779.17,96
11996,10,3,1,1,1,3049.42,54
11997,16,1,2,8,26,20124.25,14.6
11998,1,1,1,17,3,5920.00,22
11999,8,5,1,24,24,2215.08,38
12000,8,5,1,22,22,1623.00,32
12001,12,3,1,10,8,28275.58,350
12002,8,5,1,25,4,13819.17,150
12003,8,5,1,32,17,9065.83,104
12004,10,1,1,1,17,13093.83,186
12005,1,1,1,25,25,5365.17,32
12006,13,5,1,24,10,22699.33,420
12007,8,1,3,19,32,819.17,22
12008,8,5,1,1,1,730.67,23
12009,8,1,3,19,32,819.17,21
12010,12,3,1,1,22,5522.33,108
12011,12,3,2,6,13,6445.08,77
12012,4,1,1,24,22,20682.67,164
12013,5,1,1,22,28,9140.42,64
12014,5,1,1,1,1,2133.75,30
12015,8,5,1,28,22,8708.58,104
12016,15,5,1,20,22,10032.83,52
12017,10,5,1,22,31,37453.92,360
12018,5,1,1,25,25,5113.58,52
12019,1,3,2,32,32,1569.50,11
12020,8,1,1,32,11,8981.50,94
12021,8,3,1,26,32,1561.50,16
12022,8,5,2,6,24,10199.17,50
12023,5,5,1,26,5,13816.67,60
12024,14,5,1,26,20,7498.92,72
12025,1,1,1,26,30,12236.83,50
12026,12,3,1,25,25,828.67,38
12027,13,5,1,22,30,23572.08,690
12028,5,1,1,17,17,1831.58,27
12029,1,1,1,1,22,7492.00,38
12030,1,5,1,5,11,2966.75,18
12031,5,1,1,22,28,7203.50,70
12032,16,1,1,7,32,24795.67,380
12033,8,1,1,26,24,9617.75,84
12034,8,5,1,32,17,7900.83,90
12035,8,1,1,10,3,15390.17,116
12036,1,1,1,17,3,3428.58,26
12037,10,3,1,25,25,3300.00,54
12038,8,3,1,25,7,6270.17,85.6
12039,1,1,1,3,26,10915.08,61
12040,12,5,1,32,3,8832.08,168
12041,12,5,1,24,17,12257.17,228
12042,10,3,1,25,25,3300.00,54
12043,12,3,2,32,22,16765.58,72
12044,12,3,1,22,5,24967.25,260
12045,12,3,1,24,15,21544.33,250
12046,8,1,1,22,7,14166.25,192
12047,5,3,1,32,3,7852.92,52
12048,10,1,1,11,5,2343.75,40
12049,5,1,1,3,3,2498.25,24
12050,18,3,1,22,24,20784.58,228
12051,8,1,1,22,19,13796.00,114
12052,8,5,1,32,5,13230.58,110
12053,8,5,1,32,32,2410.17,32
12054,2,5,1,30,5,1476.17,19
12055,6,2,1,32,32,3407.25,24
12056,8,1,1,22,28,7358.42,100
12057,8,1,1,1,1,3211.00,60
12058,10,5,1,32,6,14396.75,184
12059,12,5,1,25,16,8162.08,985.8
12060,1,1,1,3,8,13900.67,74
12061,16,1,1,1,24,16075.67,120
12062,16,3,1,25,24,20593.50,160
12063,5,1,1,10,25,3357.67,28
12064,8,5,1,32,17,8883.58,92
12065,12,3,1,5,15,10777.67,150
12066,12,3,1,22,30,23501.17,250
12067,12,3,1,26,3,10080.42,170
12068,8,1,1,22,19,12986.50,110
12069,10,1,1,22,16,13159.17,224
12070,9,5,1,8,8,3933.00,40
12071,1,5,1,19,19,2386.75,26
12072,8,1,1,22,5,24972.25,166
12073,8,1,1,6,6,4703.92,110.8
12074,5,5,1,32,19,2514.58,30
12075,10,1,1,9,6,7312.50,106
12076,8,1,1,22,22,1885.33,26
12077,10,1,1,25,25,2016.00,42
12078,1,5,1,1,26,11130.17,48
12079,10,1,1,10,25,2751.00,74.4
12080,10,3,1,32,30,9944.25,105.6
